Placename,Filename,Filename.1,mappify_suburb,mappify_state,mappify_location_lat,mappify_location_lon,partial ratio,Trove_id,title,newspaper_id,newspaper_title,page,date,category,words,illustrated,corrections,snippet,url,page_url
GOORNONG,LOCATION,18910216-346-88958143 (3 of 4).txt,GOORNONG,VIC,-36.62280943,144.51912219999997,100,346,BUSH FIRES. NARROW ESCAPE OF A YOUNG BENDIGONIAN.,346,Bendigo Advertiser (Vic. : 1855 - 1918),3,1891-02-16,Article,1674,N,2,The fire which originated in the Whipstick scrub is still burning in the Kamarooka and Egerton forests. On Saturday the wind changed and blew the flames back towards,https://nla.gov.au/nla.news-article88958143,http://trove.nla.gov.au/newspaper/page/9082213
GOORNONG,LOCATION,18910216-346-88958143 (3 of 4).txt,GOORNONG,VIC,-36.62280943,144.51912219999997,100,346,BUSH FIRES. NARROW ESCAPE OF A YOUNG BENDIGONIAN.,346,Bendigo Advertiser (Vic. : 1855 - 1918),3,1891-02-16,Article,1674,N,2,The fire which originated in the Whipstick scrub is still burning in the Kamarooka and Egerton forests. On Saturday the wind changed and blew the flames back towards,https://nla.gov.au/nla.news-article88958143,http://trove.nla.gov.au/newspaper/page/9082213
COSTERFIELD,LOCATION,18910216-346-88958143 (3 of 4).txt,COSTERFIELD,VIC,-36.85578104,144.7965478,100,346,BUSH FIRES. NARROW ESCAPE OF A YOUNG BENDIGONIAN.,346,Bendigo Advertiser (Vic. : 1855 - 1918),3,1891-02-16,Article,1674,N,2,The fire which originated in the Whipstick scrub is still burning in the Kamarooka and Egerton forests. On Saturday the wind changed and blew the flames back towards,https://nla.gov.au/nla.news-article88958143,http://trove.nla.gov.au/newspaper/page/9082213
EAGLEHAWK,LOCATION,18970910-346-88977681 (1 of 1).txt,EAGLEHAWK,VIC,-36.72405858,144.25827560000002,100,346,THE CONSERVATION OF STATE FORESTS.,346,Bendigo Advertiser (Vic. : 1855 - 1918),4,1897-09-10,Article,430,N,1,"For a considerable time past it has been recognised that the question of the conservation of the State forests was one of considerable importance to the community generally, and to",https://nla.gov.au/nla.news-article88977681,http://trove.nla.gov.au/newspaper/page/9089242
AXEDALE,LOCATION,18970910-346-88977681 (1 of 1).txt,AXEDALE,VIC,-36.75601972,144.51136430000003,100,346,THE CONSERVATION OF STATE FORESTS.,346,Bendigo Advertiser (Vic. : 1855 - 1918),4,1897-09-10,Article,430,N,1,"For a considerable time past it has been recognised that the question of the conservation of the State forests was one of considerable importance to the community generally, and to",https://nla.gov.au/nla.news-article88977681,http://trove.nla.gov.au/newspaper/page/9089242
STRATHFIELDSAYE,LOCATION,18970910-346-88977681 (1 of 1).txt,STRATHFIELDSAYE,VIC,-36.78716445,144.31960769999998,100,346,THE CONSERVATION OF STATE FORESTS.,346,Bendigo Advertiser (Vic. : 1855 - 1918),4,1897-09-10,Article,430,N,1,"For a considerable time past it has been recognised that the question of the conservation of the State forests was one of considerable importance to the community generally, and to",https://nla.gov.au/nla.news-article88977681,http://trove.nla.gov.au/newspaper/page/9089242
GOORNONG,LOCATION,18961117-346-88993325 (1 of 1).txt,GOORNONG,VIC,-36.62280943,144.51912219999997,100,346,SEVERE THUNDERSTORMS. HEAVY RAIN AND HAIL. DAMAGE TO CROPS AND PROPERTY.,346,Bendigo Advertiser (Vic. : 1855 - 1918),3,1896-11-17,Article,684,N,0,"Yesterday forenoon the weather was very sultry indeed, but between 1 and 2 o'clock a thunderstorm accompanied by heavy rain and hail and vivid lightning passed over the city.",https://nla.gov.au/nla.news-article88993325,http://trove.nla.gov.au/newspaper/page/9095592
ROCHESTER,LOCATION,18961117-346-88993325 (1 of 1).txt,ROCHESTER,SA,-33.705742,138.48588700000002,100,346,SEVERE THUNDERSTORMS. HEAVY RAIN AND HAIL. DAMAGE TO CROPS AND PROPERTY.,346,Bendigo Advertiser (Vic. : 1855 - 1918),3,1896-11-17,Article,684,N,0,"Yesterday forenoon the weather was very sultry indeed, but between 1 and 2 o'clock a thunderstorm accompanied by heavy rain and hail and vivid lightning passed over the city.",https://nla.gov.au/nla.news-article88993325,http://trove.nla.gov.au/newspaper/page/9095592
MOORA,LOCATION,18961221-346-88994627 (1 of 1).txt,MOORA,WA,-30.63824592,115.99726319999999,100,346,"OUR COUNTRY SERVICE. [FROM OUR CORRESPONDENTS.] CASTLEMAINE, SATURDAY.",346,Bendigo Advertiser (Vic. : 1855 - 1918),3,1896-12-21,Article,495,N,0,"CRICKET.—The premiership match between the C.U.C.C. and the Foundry United was concluded to-day, and was decided on the first innings. Foundry scored 219, the principal",https://nla.gov.au/nla.news-article88994627,http://trove.nla.gov.au/newspaper/page/9095728
MOORA,LOCATION,18961221-346-88994627 (1 of 1).txt,MOORA,WA,-30.63824592,115.99726319999999,100,346,"OUR COUNTRY SERVICE. [FROM OUR CORRESPONDENTS.] CASTLEMAINE, SATURDAY.",346,Bendigo Advertiser (Vic. : 1855 - 1918),3,1896-12-21,Article,495,N,0,"CRICKET.—The premiership match between the C.U.C.C. and the Foundry United was concluded to-day, and was decided on the first innings. Foundry scored 219, the principal",https://nla.gov.au/nla.news-article88994627,http://trove.nla.gov.au/newspaper/page/9095728
BENDIGO,LOCATION,18961230-346-88994913 (2 of 8).txt,BENDIGO,VIC,-36.76552472,144.280931,100,346,"THE BENDIGO ADVERTISER. (PUBLISHED DAILY.) PROGRESSION, OUR RIGHTS AND OUR RESOURCES. BENDIGO, WEDNESDAY, DEC. 30, 1896. BUSH FIRES.",346,Bendigo Advertiser (Vic. : 1855 - 1918),2,1896-12-30,Article,4005,N,0,"THE season of bush fires has commenced. This was to be expected, considering the long term of dry weather just passed, culminating in heat so intense as to range for",https://nla.gov.au/nla.news-article88994913,http://trove.nla.gov.au/newspaper/page/9095759
OXFORD,LOCATION,18961230-346-88994913 (2 of 8).txt,OXFORD,QLD,-21.88052257,148.8239596,100,346,"THE BENDIGO ADVERTISER. (PUBLISHED DAILY.) PROGRESSION, OUR RIGHTS AND OUR RESOURCES. BENDIGO, WEDNESDAY, DEC. 30, 1896. BUSH FIRES.",346,Bendigo Advertiser (Vic. : 1855 - 1918),2,1896-12-30,Article,4005,N,0,"THE season of bush fires has commenced. This was to be expected, considering the long term of dry weather just passed, culminating in heat so intense as to range for",https://nla.gov.au/nla.news-article88994913,http://trove.nla.gov.au/newspaper/page/9095759
PORT FAIRY,LOCATION,18961230-346-88994913 (2 of 8).txt,PORT FAIRY,VIC,-38.3794971,142.219906,100,346,"THE BENDIGO ADVERTISER. (PUBLISHED DAILY.) PROGRESSION, OUR RIGHTS AND OUR RESOURCES. BENDIGO, WEDNESDAY, DEC. 30, 1896. BUSH FIRES.",346,Bendigo Advertiser (Vic. : 1855 - 1918),2,1896-12-30,Article,4005,N,0,"THE season of bush fires has commenced. This was to be expected, considering the long term of dry weather just passed, culminating in heat so intense as to range for",https://nla.gov.au/nla.news-article88994913,http://trove.nla.gov.au/newspaper/page/9095759
BENDIGO,LOCATION,18961230-346-88994913 (1 of 8).txt,BENDIGO,VIC,-36.76552472,144.280931,100,346,"THE BENDIGO ADVERTISER. (PUBLISHED DAILY.) PROGRESSION, OUR RIGHTS AND OUR RESOURCES. BENDIGO, WEDNESDAY, DEC. 30, 1896. BUSH FIRES.",346,Bendigo Advertiser (Vic. : 1855 - 1918),2,1896-12-30,Article,4005,N,0,"THE season of bush fires has commenced. This was to be expected, considering the long term of dry weather just passed, culminating in heat so intense as to range for",https://nla.gov.au/nla.news-article88994913,http://trove.nla.gov.au/newspaper/page/9095759
PORT FAIRY,LOCATION,18961230-346-88994913 (1 of 8).txt,PORT FAIRY,VIC,-38.3794971,142.219906,100,346,"THE BENDIGO ADVERTISER. (PUBLISHED DAILY.) PROGRESSION, OUR RIGHTS AND OUR RESOURCES. BENDIGO, WEDNESDAY, DEC. 30, 1896. BUSH FIRES.",346,Bendigo Advertiser (Vic. : 1855 - 1918),2,1896-12-30,Article,4005,N,0,"THE season of bush fires has commenced. This was to be expected, considering the long term of dry weather just passed, culminating in heat so intense as to range for",https://nla.gov.au/nla.news-article88994913,http://trove.nla.gov.au/newspaper/page/9095759
OXFORD,LOCATION,18961230-346-88994913 (1 of 8).txt,OXFORD,QLD,-21.88052257,148.8239596,100,346,"THE BENDIGO ADVERTISER. (PUBLISHED DAILY.) PROGRESSION, OUR RIGHTS AND OUR RESOURCES. BENDIGO, WEDNESDAY, DEC. 30, 1896. BUSH FIRES.",346,Bendigo Advertiser (Vic. : 1855 - 1918),2,1896-12-30,Article,4005,N,0,"THE season of bush fires has commenced. This was to be expected, considering the long term of dry weather just passed, culminating in heat so intense as to range for",https://nla.gov.au/nla.news-article88994913,http://trove.nla.gov.au/newspaper/page/9095759
AVENEL,LOCATION,18961230-346-88994913 (4 of 8).txt,AVENEL,VIC,-36.874324,145.25241440000002,100,346,"THE BENDIGO ADVERTISER. (PUBLISHED DAILY.) PROGRESSION, OUR RIGHTS AND OUR RESOURCES. BENDIGO, WEDNESDAY, DEC. 30, 1896. BUSH FIRES.",346,Bendigo Advertiser (Vic. : 1855 - 1918),2,1896-12-30,Article,4005,N,0,"THE season of bush fires has commenced. This was to be expected, considering the long term of dry weather just passed, culminating in heat so intense as to range for",https://nla.gov.au/nla.news-article88994913,http://trove.nla.gov.au/newspaper/page/9095759
BENDIGO,LOCATION,18961230-346-88994913 (3 of 8).txt,BENDIGO,VIC,-36.76552472,144.280931,100,346,"THE BENDIGO ADVERTISER. (PUBLISHED DAILY.) PROGRESSION, OUR RIGHTS AND OUR RESOURCES. BENDIGO, WEDNESDAY, DEC. 30, 1896. BUSH FIRES.",346,Bendigo Advertiser (Vic. : 1855 - 1918),2,1896-12-30,Article,4005,N,0,"THE season of bush fires has commenced. This was to be expected, considering the long term of dry weather just passed, culminating in heat so intense as to range for",https://nla.gov.au/nla.news-article88994913,http://trove.nla.gov.au/newspaper/page/9095759
OXFORD,LOCATION,18961230-346-88994913 (3 of 8).txt,OXFORD,QLD,-21.88052257,148.8239596,100,346,"THE BENDIGO ADVERTISER. (PUBLISHED DAILY.) PROGRESSION, OUR RIGHTS AND OUR RESOURCES. BENDIGO, WEDNESDAY, DEC. 30, 1896. BUSH FIRES.",346,Bendigo Advertiser (Vic. : 1855 - 1918),2,1896-12-30,Article,4005,N,0,"THE season of bush fires has commenced. This was to be expected, considering the long term of dry weather just passed, culminating in heat so intense as to range for",https://nla.gov.au/nla.news-article88994913,http://trove.nla.gov.au/newspaper/page/9095759
PORT FAIRY,LOCATION,18961230-346-88994913 (3 of 8).txt,PORT FAIRY,VIC,-38.3794971,142.219906,100,346,"THE BENDIGO ADVERTISER. (PUBLISHED DAILY.) PROGRESSION, OUR RIGHTS AND OUR RESOURCES. BENDIGO, WEDNESDAY, DEC. 30, 1896. BUSH FIRES.",346,Bendigo Advertiser (Vic. : 1855 - 1918),2,1896-12-30,Article,4005,N,0,"THE season of bush fires has commenced. This was to be expected, considering the long term of dry weather just passed, culminating in heat so intense as to range for",https://nla.gov.au/nla.news-article88994913,http://trove.nla.gov.au/newspaper/page/9095759
TEXAS,LOCATION,18970101-346-88995000 (1 of 1).txt,TEXAS,QLD,-28.86636547,151.16612969999997,100,346,"OUR COUNTRY SERVICE. (FROM OUR 'CORRESPONDENTS.) BRIDGEWATER, THURSDAY.",346,Bendigo Advertiser (Vic. : 1855 - 1918),3,1897-01-01,Article,895,N,0,"TENNIS.—A match was played at Bear's agoon on Saturday between two newly formed [?]bs, Jarklan and Bear's Lagoon, and resulted [?] win for the former by 10 games. An",https://nla.gov.au/nla.news-article88995000,http://trove.nla.gov.au/newspaper/page/9095768
MOORA,LOCATION,18970101-346-88995000 (1 of 1).txt,MOORA,WA,-30.63824592,115.99726319999999,100,346,"OUR COUNTRY SERVICE. (FROM OUR 'CORRESPONDENTS.) BRIDGEWATER, THURSDAY.",346,Bendigo Advertiser (Vic. : 1855 - 1918),3,1897-01-01,Article,895,N,0,"TENNIS.—A match was played at Bear's agoon on Saturday between two newly formed [?]bs, Jarklan and Bear's Lagoon, and resulted [?] win for the former by 10 games. An",https://nla.gov.au/nla.news-article88995000,http://trove.nla.gov.au/newspaper/page/9095768
ISABELLA,LOCATION,18910912-346-89007741 (1 of 1).txt,ISABELLA,NSW,-33.94583345,149.71764240000002,100,346,THE DESTRUCTION OF EUCALYPTS. VISIT OF MR. PERRIN.,346,Bendigo Advertiser (Vic. : 1855 - 1918),5,1891-09-12,Article,420,N,1,"In accordance with the promise made by the Minister of Agriculture in the Honse lase week to Mr. A. S. Bailes, M. P., the Conservator of Forests, Mr. Perrin, yesterday made an inspection",https://nla.gov.au/nla.news-article89007741,http://trove.nla.gov.au/newspaper/page/9168554
NORWAY,LOCATION,18920220-346-89014861 (1 of 1).txt,NORWAY,NSW,-33.76216182,149.8225688,100,346,NOTES AND THOUGHTS ON A JOURNEY. No. XIX.,346,Bendigo Advertiser (Vic. : 1855 - 1918),3,1892-02-20,Article,3283,N,0,"Our next point of visit was Bird Island a bare. rock in the sea, on which a small kind of seagull have made their home. They look so funny as they sit there in little",https://nla.gov.au/nla.news-article89014861,http://trove.nla.gov.au/newspaper/page/9217662
TENNYSON,LOCATION,18990302-346-89458419 (1 of 1).txt,TENNYSON,NSW,-33.53510185,150.73732869999998,100,346,"OUR COUNTRY SERVICE. (FROM OUR CORRESPONDENTS.) A COSTLY SHAKE. Ballarat, 1st March.",346,Bendigo Advertiser (Vic. : 1855 - 1918),3,1899-03-02,Article,426,N,2,"When Sampson, the strong man, was in Ballarat, an advertising agent obtained the use of a picture block from him and left it with Edward Gazzard, a local printer. Gazzard",https://nla.gov.au/nla.news-article89458419,http://trove.nla.gov.au/newspaper/page/9086614
MELBOURNE,LOCATION,18980209-346-89466891 (2 of 4).txt,MELBOURNE,VIC,-37.81351305,144.96908249999998,100,346,THE GIPPSLAND BUSH FIRES. THE MAYOR'S FUND.,346,Bendigo Advertiser (Vic. : 1855 - 1918),2,1898-02-09,Article,353,N,0,"The town clerk (Mr. W. Honeybone), on behalf of the mayor of Bendigo, acknowledges with thanks receipt of the following additional donations:—St. Andrew's Presbyterian",https://nla.gov.au/nla.news-article89466891,http://trove.nla.gov.au/newspaper/page/9092506
MELBOURNE,LOCATION,18980209-346-89466891 (2 of 4).txt,MELBOURNE,VIC,-37.81351305,144.96908249999998,100,346,THE GIPPSLAND BUSH FIRES. THE MAYOR'S FUND.,346,Bendigo Advertiser (Vic. : 1855 - 1918),2,1898-02-09,Article,353,N,0,"The town clerk (Mr. W. Honeybone), on behalf of the mayor of Bendigo, acknowledges with thanks receipt of the following additional donations:—St. Andrew's Presbyterian",https://nla.gov.au/nla.news-article89466891,http://trove.nla.gov.au/newspaper/page/9092506
BENDIGO,LOCATION,18980209-346-89466891 (1 of 4).txt,BENDIGO,VIC,-36.76552472,144.280931,100,346,THE GIPPSLAND BUSH FIRES. THE MAYOR'S FUND.,346,Bendigo Advertiser (Vic. : 1855 - 1918),2,1898-02-09,Article,353,N,0,"The town clerk (Mr. W. Honeybone), on behalf of the mayor of Bendigo, acknowledges with thanks receipt of the following additional donations:—St. Andrew's Presbyterian",https://nla.gov.au/nla.news-article89466891,http://trove.nla.gov.au/newspaper/page/9092506
MELBOURNE,LOCATION,18980209-346-89466891 (3 of 4).txt,MELBOURNE,VIC,-37.81351305,144.96908249999998,100,346,THE GIPPSLAND BUSH FIRES. THE MAYOR'S FUND.,346,Bendigo Advertiser (Vic. : 1855 - 1918),2,1898-02-09,Article,353,N,0,"The town clerk (Mr. W. Honeybone), on behalf of the mayor of Bendigo, acknowledges with thanks receipt of the following additional donations:—St. Andrew's Presbyterian",https://nla.gov.au/nla.news-article89466891,http://trove.nla.gov.au/newspaper/page/9092506
MELBOURNE,LOCATION,18980209-346-89466891 (3 of 4).txt,MELBOURNE,VIC,-37.81351305,144.96908249999998,100,346,THE GIPPSLAND BUSH FIRES. THE MAYOR'S FUND.,346,Bendigo Advertiser (Vic. : 1855 - 1918),2,1898-02-09,Article,353,N,0,"The town clerk (Mr. W. Honeybone), on behalf of the mayor of Bendigo, acknowledges with thanks receipt of the following additional donations:—St. Andrew's Presbyterian",https://nla.gov.au/nla.news-article89466891,http://trove.nla.gov.au/newspaper/page/9092506
ECHUCA,LOCATION,18980224-346-89467616 (2 of 2).txt,ECHUCA,VIC,-36.18245189,144.71124030000001,100,346,"OUR COUNTRY SERVICE. [FROM OUR CORRESPONDENT.] CASTLEMAINE, WEDNESDAY.",346,Bendigo Advertiser (Vic. : 1855 - 1918),3,1898-02-24,Article,2303,N,3,"THE NELSON'S CANNON.—The two pieces of ordnance sent oh here from the dismantling of the old frigate Nelson by the Defence department, arrived yesterday. The railway charges",https://nla.gov.au/nla.news-article89467616,http://trove.nla.gov.au/newspaper/page/9092567
ECHUCA,LOCATION,18980224-346-89467616 (1 of 2).txt,ECHUCA,VIC,-36.18245189,144.71124030000001,100,346,"OUR COUNTRY SERVICE. [FROM OUR CORRESPONDENT.] CASTLEMAINE, WEDNESDAY.",346,Bendigo Advertiser (Vic. : 1855 - 1918),3,1898-02-24,Article,2303,N,3,"THE NELSON'S CANNON.—The two pieces of ordnance sent oh here from the dismantling of the old frigate Nelson by the Defence department, arrived yesterday. The railway charges",https://nla.gov.au/nla.news-article89467616,http://trove.nla.gov.au/newspaper/page/9092567
MELBOURNE,LOCATION,18980907-346-89504396 (1 of 1).txt,MELBOURNE,VIC,-37.81351305,144.96908249999998,100,346,"MELBOURNE. [FROM OUR CORRESPONDENT.] Tuesday, 6th September.",346,Bendigo Advertiser (Vic. : 1855 - 1918),3,1898-09-07,Article,588,N,0,"PURCHASE OF A PICTURE. —The Government has purchased the magnificent painting by Mr. John Longstaff entitled ""Bush Fires in Gippsland."" The figure paid is not stated, but it is",https://nla.gov.au/nla.news-article89504396,http://trove.nla.gov.au/newspaper/page/9097426
GISBORNE,LOCATION,18881201-246-89685570 (1 of 1).txt,GISBORNE,VIC,-37.51430539,144.5863114,100,246,GISBORNE.,246,The Bacchus Marsh Express (Vic. : 1866 - 1943),3,1888-12-01,Article,1121,N,0,"VANDALISM is undoubtedly a primitive instinct running in double harness with inherited foolery. If I was asked to define the term Vandal in its application to our species, my answer would be, ""a",https://nla.gov.au/nla.news-article89685570,http://trove.nla.gov.au/newspaper/page/8315287
