article_id,trove_id,Database,Total Chapters,Chapter,Date,Decade,Trove Title,Chapter Title,Whole Item Link,Chapter Link,url,Genre,Narrative Foreground/Background,Bushfire_Tense_Context,Summary_of_Bushfire,Excerpt #1,Accuracy,Point/Polygon,Bushfire_Location,Excerpt or note on fire location,Trove ID,Common Title,Publication Title,Start Date,End Date,Additional Info,Length,nothing,Curated Dataset,Identified Sources,Publication Source,Newspaper ID,Newspaper,Newspaper Common Title,Coordinates,Newspaper Location,Newspaper Type,Colony/State,Author ID,Author,Other Names,Publication Author,Gender,Nationality,Nationality Details,Author Details,Inscribed Gender,Inscribed Nationality,Signature,Name Category,Context
156699374,19476,Database,,7,1895,1890,Moondyne,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=19476,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=156699374,https://trove.nla.gov.au/newspaper/article/156699374,,Narrative Background,Present Secondary,Fire in distance – serves as background information about colony and practices – emphasis here on natural and benign nature of fire despite threat to humans and animals,"Are lives lost in these fires ? A hun dred miles of flame is hard to picture in the mind.'“ Yes, some unlucky travellers and woodcutters are surrounded at times ; and the destruction of lower life, birds, animals, and reptiles is beyond computation.' ' Does not the fire leave a desert behind ?' ' For a season only ; but it also leaves the earth clear for a new growth. The roots are not destroyed ; and when the rain' comes they burst forth with increased beauty for the fertilizing passage of the flame.'",,,"Bunbury, WA",,19476,Moondyne,Moondyne,1895-01-09,1895-03-30,,0,,Y,,,650,"National Advocate (Bathurst, NSW : 1889 - 1954)",National Advocate,,"Bathurst, NSW",Provincial,New South Wales,5314,"O'Reilly, J. Boyle","o'Reilly, John Boyle","O'Reilly, John Boyle",Male,British,Irish,AustLit,Male,Australian,,Attributed,
156705046,19476,Database,16,8,1895,1890,Moondyne,The Bushfire,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=19476,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=156705046,https://trove.nla.gov.au/newspaper/article/156705046,,Narrative Foreground,Present Primary,Poerful description of fire at close quarters as it threatens travellers,"Hamerton looked to the westward, and saw the sheeted flame, fierce red with ghastly streaks of yellow, hungrily leaping among the trees in waves of terrific length. For the first time in his life he realized the dreadful power of the element. It appalled him, as if he were looking on a living and sentient destroyer.",precise,Polygon,west of koagulup swamp,fictional,19476,Moondyne,Moondyne,1895-01-09,1895-03-30,,0,,Y,,,650,"National Advocate (Bathurst, NSW : 1889 - 1954)",National Advocate,,"Bathurst, NSW",Provincial,New South Wales,5314,"O'Reilly, J. Boyle","o'Reilly, John Boyle","O'Reilly, John Boyle",Male,British,Irish,AustLit,Male,Australian,,Attributed,
20445481,4672,Database,,13,1896,1890,Passing the Love of a Woman: An Australian Story,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=4672,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=20445481,https://trove.nla.gov.au/newspaper/article/20445481,Romance,Narrative Background,Past Primary,"description of landscape includes passing reference to bushfire, highighting fire as naturl and positive aspect of environment","""a tongue of bushfire had left blackened ashes, on which the first shower would start sweet green grass""..",,,no location,,4672,Passing the Love of a Woman: An Australian Story,Passing the Love of a Woman: An Australian Story,1895-12-07,1896-04-04,,0,,Y,AustLit,,42,"The Queenslander (Brisbane, Qld. : 1866 - 1939)",Queenslander,,"Brisbane, Qld.",Metropolitan,Queensland,400,"Gay, Ellerton","Watts-Grimes, Emma; Grimes, Mrs E.","Gay, Ellerton",Female,British,Lived in Australia for 25 years from aged 16,,Uninscribed,Australian,"""Drifting Under the Southern Cross"", ""Across the Gulf"", ""Gathered Rue""",Attributed with signature,
58887886,2961,Database,33,27,1896,1890,From Dark to Dawn: A Back Block Romance,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=2961,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=58887886,https://trove.nla.gov.au/newspaper/article/58887886,Romance,Narrative Foreground,Present Primary,Graphic and harrowing account of bushfire which destroys homestead and ultimately proves fatal for mother and children sheltering in river,"The flames leaped and caught at the dangling little legs of the carried children; caught, too, at the hands that held them, but, at last, oh God be praised! —at last the water-hole was reached! The cool water spread before them; but, alas, it was fringed with tall and burning timber. As far as they dared, for the hole had treacherous depths, varying from one to six feet, they waded in, scooping up soft mud to cover and cool their burnt feet and scorched arms. ""God be praised !"" again cried Mrs Lawson, and pressed her little ones to her heart. What booted the loss of property? Had she not her darlings safe? If only, also, their father were alive—un- hurt . And. . . . as the words of praise and prayer fell from her scorched lips, there came a crash, sudden, appalling, deafening. A fallen tree—oh God! —a fallen, burn- ing tree, crashing with Titanic splendour and glory of demoniac flame into the very centre of that fought-for refuge. And, where the mother had clasped her children, and thanked God for the gift of their precious lives, lay only a smouldering, giant red gum trunk . . . and pressed beneath into the waterhole, three crushed bodies no longer suffering no longer in pain or fear. (To be continued.)",proximate,point,Goulburn Valley (near Shepparton),,2961,From Dark to Dawn: A Back Block Romance,From Dark to Dawn: A Back Block Romance,1896-06-12,1896-09-11,,0,,Y,,,130,"The Broadford Courier and Reedy Creek Times (Broadford, Vic. : 1893 - 1916)",Broadford Courier,,"Broadford, Vic.",Provincial,Victoria,214,"Baker, Goodwin",,"Baker, Goodwin",Unknown,Australian,,"""NOTES OF THE WEEK."" Weekly Times (Melbourne, Vic. : 1869 - 1954) 9 May 1896: 21. Web. 8 Aug 2016 <http://nla.gov.au/nla.news-article221171952>.",Male,Australian,,Attributed,
63933449,6071,Database,26,XXV,1896,1890,An Australian Bush Track,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=6071,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=63933449,https://trove.nla.gov.au/newspaper/article/63933449,,None,None,Actually referring to a camp fire as a fire in the bush,"It is wonderful how bright and fanciful the visions of the future become, to men with newly found mineral treasures, sparkling in their hands by the light of a bush fire. ",None,None,None,,6071,An Australian Bush Track,An Australian Bush Track,1896-04-20,1896-07-01,Copyright,0,,Y,AustLit,,56,Bathurst Free Press and Mining Journal (NSW : 1851 - 1904),Bathurst Free Press,,"Bathurst, NSW",Provincial,New South Wales,732,"Hennessey, J. D.","Carey, Grove","Hennessey, J. D.",Male,Australian,,AustLit,Uninscribed,Australian,"""The Dis-Honorable"", ""Wynnum White's Wickedness""",Initials and surname with signature,
63934819,6071,Database,26,V,1896,1890,An Australian Bush Track,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=6071,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=63934819,https://trove.nla.gov.au/newspaper/article/63934819,,Narrative Background,Narrative Colour,part of scene setting,"There were n few lights visible on the main land, and one or two on the islands far distant in the Bay — bush fires probably, most of them.",,,,,6071,An Australian Bush Track,An Australian Bush Track,1896-04-20,1896-07-01,Copyright,0,,Y,AustLit,,56,Bathurst Free Press and Mining Journal (NSW : 1851 - 1904),Bathurst Free Press,,"Bathurst, NSW",Provincial,New South Wales,732,"Hennessey, J. D.","Carey, Grove","Hennessey, J. D.",Male,Australian,,AustLit,Uninscribed,Australian,"""The Dis-Honorable"", ""Wynnum White's Wickedness""",Initials and surname with signature,
63937428,6071,Database,26,XVII,1896,1890,An Australian Bush Track,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=6071,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=63937428,https://trove.nla.gov.au/newspaper/article/63937428,,Narrative Background,Narrative Colour,part of scene setting,They had just reached an unusually large tree which had been partially burnt in a bush fire.,,,,,6071,An Australian Bush Track,An Australian Bush Track,1896-04-20,1896-07-01,Copyright,0,,Y,AustLit,,56,Bathurst Free Press and Mining Journal (NSW : 1851 - 1904),Bathurst Free Press,,"Bathurst, NSW",Provincial,New South Wales,732,"Hennessey, J. D.","Carey, Grove","Hennessey, J. D.",Male,Australian,,AustLit,Uninscribed,Australian,"""The Dis-Honorable"", ""Wynnum White's Wickedness""",Initials and surname with signature,
67439023,2962,Database,,XXVII,1896,1890,From Dark to Dawn: A Back Block Romance,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=2962,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=67439023,https://trove.nla.gov.au/newspaper/article/67439023,,Narrative Background,Present Secondary,earlier chapter -- not immediately relevant,,,,,,2962,From Dark to Dawn: A Back Block Romance,From Dark to Dawn: A Back Block Romance,1896-08-07,1896-09-11,,0,,Y,,,139,"Warragul Guardian (Warragul, Vic. : 1895 - 1900)",Warragul Guardian,,"Warragul, Vic.",Provincial,Victoria,214,"Baker, Goodwin",,"Baker, Goodwin",Unknown,Australian,,"""NOTES OF THE WEEK."" Weekly Times (Melbourne, Vic. : 1869 - 1954) 9 May 1896: 21. Web. 8 Aug 2016 <http://nla.gov.au/nla.news-article221171952>.",Male,Australian,,Attributed,
84380895,2246,Database,5,2,1896,1890,Black Thursday,Chapter II,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=2246,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=84380895,https://trove.nla.gov.au/newspaper/article/84380895,Recollections,Narrative Foreground,Present Primary,This is another Black Thursday Story ,,,,,,2246,Black Thursday,Black Thursday,1896-07-25,1896-08-22,In Five Chapters,0,,Y,,,274,"The Charleville Times (Brisbane, Qld. : 1896 - 1954)",Charleville Times,,"Brisbane, Qld.",Provincial,Queensland,157,Unknown,William Howitt,Unattributed,Male,British,,,Uninscribed,Australian,,Unattributed,
84380964,2246,Database,5,3,1896,1890,Black Thursday,Chapter III,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=2246,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=84380964,https://trove.nla.gov.au/newspaper/article/84380896,,Narrative Foreground,Present Primary,fictional recounting of Black Thursday Fires,,,,,,2246,Black Thursday,,,,In Five Chapters,0,,,,,,,,,,,,,,,,,,,,,,,,
84381018,2246,Database,5,5,1896,1890,Black Thursday,Chapter V,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=2246,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=84381018,https://trove.nla.gov.au/newspaper/article/84380898,,Narrative Foreground,Present Primary,fictional recounting of Black Thursday Fires,,,,,,2246,Black Thursday,,,,In Five Chapters,0,,,,,,,,,,,,,,,,,,,,,,,,
84381122,2246,Database,5,4,1896,1890,Black Thursday,Chapter IV,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=2246,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=84381122,https://trove.nla.gov.au/newspaper/article/84380897,,Narrative Foreground,Present Primary,fictional recounting of Black Thursday Fires,,,,,,2246,Black Thursday,,,,In Five Chapters,0,,,,,,,,,,,,,,,,,,,,,,,,
109916060,13986,Database,,IV,1896,1890,The Sacrifice of Norman Grainger,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=13986,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=109916060,https://trove.nla.gov.au/newspaper/article/109916060,,Narrative Background,Present Secondary,contextual reference only to indicate oppressive conditions,"No break in the iron drought, no sign of bountiful, rain-giving clouds mustering up to shed their team over the parched land. Bush fires were ravaging the country… and horses -were kept saddled at the principal stations ready for men to mount and ride and protect a threatened paddock or line of fencing",,,,,13986,The Sacrifice of Norman Grainger,The Sacrifice of Norman Grainger,1896-01-14,1896-01-18,,0,,Y,,,508,"Evening News (Sydney, NSW : 1869 - 1931)",Evening News,,"Sydney, NSW",Metropolitan,New South Wales,9,"Favenc, Ernest",,"Favenc, Ernest",Male,Australian,,AustLit,Male,Australian,"""The History of Australian Exploration"" ""Tales of the Austral Tropics"" ""A Message from the Desert""",Attributed with signature,
111104168,13861,Database,,,1896,1890,My Life in Two Hemispheres,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=13861,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=111104168,https://trove.nla.gov.au/newspaper/article/111104168,,Part of Speech,Metaphor,metaphor,"The news spread like a bush-fire in Australia ; in an hour it was known in every corner of Belfast, and next morning throughout Ulster.",,,,,13861,My Life in Two Hemispheres,My Life in Two Hemispheres,1896-09-26,1898-06-18,,0,,Y,,,464,"Freeman's Journal (Sydney, NSW : 1850 - 1932)",Freeman's Journal,,"Sydney, NSW",Metropolitan,New South Wales,475,"Duffy, Charles Gavan",,"Duffy, Hon. Sir Charles Gavan, K. C. M. G.",Male,British,,,Male,Australian,,Attributed,
124813567,13836,Database,7,6,1896,1890,Bonnie Australia,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=13836,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=124813567,https://trove.nla.gov.au/newspaper/article/124813567,,Narrative Foreground,Present Primary,Unionist shearers (“true men and true unionists”) suspected of starting bushfire nevertheless work strenuously and successfully to save homestead; squatter subsequently made aware of identity of true turncoat arsonist (through intervention of native station hand) and reinstates shearers in shed on favourable terms,"At the camp all was excitement in a few minutes. There was no time for conjecture as to the cause of the fire, but without a moment's hesitation the whole camp moved with but one impulse and one thought to try and quench the flames, which by now had gained a strong hold and were spreading with fierce rapidity to right and left, talking in their sjrasp all that lay about them, running up great trees like some destroying serpent, and folding in a deadly embrace the trunks of all that stood in its way, fanned by the breeze that now had strengthened and was adding zest to the devouring element. In the face of the fast advancing flames these shearers stood, and with an energy and will worthy of any cause they strove with all the power that puny human frames can wield to stay the progress of the fiery giant.",,,,"Useless toil, yet pursued with ardor undaunted and persistence unchecked. With a measure, too, of valor there they stood fighting, battling against terrible odds—for whom? Self? No; for the sake of that man who, like a spy, had crept into their camp and listened lest perchance he might hear aught of threats or violence, he who even now stands at the front of his house and watches how the flames are gaining, how the fire fiend grows and swells. Is there a spark of manliness in him ? No ! Like a pitiless cur he stands and whines that these men are combined to ruin him, that they are striving to burn him out of house and home, and soon others who are standing around, persuaded that the man is speaking truth, are ready to condemn unheard the men who, careless of any danger, are fighting hard to save this man's property. Their bravery, their self-sacrificing toil, is purposely mis construed, and it is said that they are trying to divert suspicion from themselves by empty efforts to subdue the flames.",13836,Bonnie Australia,Bonnie Australia,1896-08-21,1896-09-25,,0,,Y,,,407,"Weekly Herald (Adelaide, SA : 1894 - 1898)",Weekly Herald,,"Adelaide, SA",Metropolitan,South Australia,2701,"Dollman, Walter","Dollman, Wal; Dollman, Walter, Jr.","Doliman, Walter Jun.",Male,Australian,,,Male,Australian,,Attributed,
